approval_id,invoice_id,employee_id,vendor_id,approval_date,invoice_amount,employee_approval_limit,decision,approval_time_hour,is_fraud_ground_truth
APR00350,INV00350,E003,V001,2025-08-03,62618.2,500000,Approved,11,0
APR00351,INV00351,E002,V006,2025-06-18,375908.77,2500000,Approved,8,0
APR00352,INV00352,E009,V017,2025-01-13,111512.09,250000,Approved,11,0
APR00353,INV00353,E003,V006,2026-04-18,566464.74,500000,Rejected,14,0
APR00354,INV00354,E015,V030,2025-02-17,559583.34,100000,Escalated,17,0
APR00355,INV00355,E009,V017,2025-03-08,106863.89,250000,Approved,12,0
APR00356,INV00356,E010,V012,2025-07-22,496150.13,500000,Approved,13,1
APR00357,INV00357,E012,V012,2025-11-24,108064.35,2500000,Approved,14,0
APR00358,INV00358,E003,V022,2025-09-02,433717.45,500000,Approved,9,0
APR00359,INV00359,E001,V027,2025-05-29,360577.33,250000,Rejected,15,0
APR00360,INV00360,E003,V022,2025-12-27,335379.35,500000,Approved,12,0
APR00361,INV00361,E012,V013,2025-09-12,303454.94,2500000,Approved,19,0
APR00362,INV00362,E019,V011,2025-10-29,343900.9,250000,Escalated,11,0
APR00363,INV00363,E007,V023,2026-01-16,34809.34,2500000,Approved,19,0
APR00364,INV00364,E017,V003,2025-04-30,200700.24,2500000,Approved,17,0
APR00365,INV00365,E009,V023,2025-03-09,87925.16,250000,Approved,9,0
APR00366,INV00366,E019,V010,2025-03-24,532333.6,250000,Escalated,17,0
APR00367,INV00367,E011,V024,2025-04-16,351153.59,2500000,Approved,17,0
APR00368,INV00368,E014,V011,2026-05-05,533139.71,100000,Escalated,13,1
APR00369,INV00369,E012,V023,2025-03-02,49957.45,2500000,Approved,10,0
APR00370,INV00370,E004,V008,2025-11-04,669397.03,250000,Escalated,14,0
APR00371,INV00371,E003,V008,2025-05-20,471520.51,500000,Approved,15,0
APR00372,INV00372,E014,V028,2026-01-15,597366.54,100000,Rejected,9,0
APR00373,INV00373,E006,V025,2026-02-02,674692.66,500000,Rejected,12,0
APR00374,INV00374,E010,V003,2025-02-02,188129.81,500000,Approved,17,0
APR00375,INV00375,E016,V019,2026-05-12,758521.65,500000,Escalated,15,0
APR00376,INV00376,E001,V025,2025-09-10,348490.63,250000,Rejected,20,0
APR00377,INV00377,E002,V023,2025-11-28,51874.37,2500000,Approved,10,0
APR00378,INV00378,E002,V025,2025-02-15,358364.79,2500000,Flagged,18,1
APR00379,INV00379,E016,V023,2025-05-19,64516.19,500000,Approved,20,0
APR00380,INV00380,E011,V009,2025-05-30,375414.14,2500000,Flagged,16,1
APR00381,INV00381,E007,V018,2025-08-22,446071.57,2500000,Approved,19,0
APR00382,INV00382,E003,V008,2025-11-02,563900.42,500000,Rejected,8,0
APR00383,INV00383,E018,V026,2025-01-03,401377.15,500000,Flagged,16,1
APR00384,INV00384,E008,V019,2025-05-16,316364.4,100000,Rejected,9,0
APR00385,INV00385,E013,V022,2026-05-03,656227.58,100000,Rejected,18,0
APR00386,INV00386,E005,V001,2026-05-10,78694.87,500000,Approved,10,0
APR00387,INV00387,E020,V007,2025-04-05,422966.35,2500000,Approved,16,0
APR00388,INV00388,E005,V014,2026-04-20,475157.08,500000,Approved,18,0
APR00389,INV00389,E013,V019,2026-04-08,911124.1,100000,Rejected,19,0
APR00390,INV00390,E011,V015,2025-05-25,516398.97,2500000,Approved,11,0
APR00391,INV00391,E018,V005,2025-06-20,120171.19,500000,Approved,8,0
APR00392,INV00392,E003,V012,2026-01-27,175604.84,500000,Approved,17,0
APR00393,INV00393,E017,V003,2025-10-16,140905.41,2500000,Approved,13,0
APR00394,INV00394,E001,V022,2025-11-23,663682.2,250000,Rejected,20,0
APR00395,INV00395,E003,V007,2025-05-14,381325.99,500000,Approved,10,0
APR00396,INV00396,E019,V020,2025-04-20,131729.94,250000,Approved,15,0
APR00397,INV00397,E018,V012,2025-04-01,64442.59,500000,Approved,9,0
APR00398,INV00398,E019,V028,2025-01-26,236273.24,250000,Approved,14,0
APR00399,INV00399,E004,V005,2026-05-18,88536.4,250000,Approved,8,0
APR00400,INV00400,E006,V029,2025-12-09,389410.62,500000,Approved,17,0
APR00401,INV00401,E004,V014,2025-01-13,290470.87,250000,Rejected,15,0
APR00402,INV00402,E012,V029,2025-12-18,495407.52,2500000,Approved,9,0
APR00403,INV00403,E014,V023,2026-03-10,59288.88,100000,Approved,14,0
APR00404,INV00404,E017,V009,2025-06-27,495454.31,2500000,Approved,13,0
APR00405,INV00405,E011,V009,2025-05-16,257062.17,2500000,Approved,16,0
APR00406,INV00406,E005,V004,2026-04-28,61396.46,500000,Approved,14,0
APR00407,INV00407,E016,V016,2025-11-02,266346.39,500000,Approved,13,0
APR00408,INV00408,E001,V026,2025-06-12,3678846.77,250000,Escalated,18,1
APR00409,INV00409,E013,V013,2025-01-19,581204.95,100000,Rejected,14,0
APR00410,INV00410,E007,V023,2025-01-01,36939.36,2500000,Approved,18,0
APR00411,INV00411,E004,V012,2025-09-16,142842.23,250000,Approved,19,0
APR00412,INV00412,E010,V010,2025-06-16,296377.47,500000,Approved,19,0
APR00413,INV00413,E015,V002,2025-02-11,340687.11,100000,Escalated,20,0
APR00414,INV00414,E011,V019,2025-02-11,372432.99,2500000,Approved,17,0
APR00415,INV00415,E015,V006,2025-10-27,202397.87,100000,Rejected,15,0
APR00416,INV00416,E015,V030,2025-07-15,387302.62,100000,Escalated,14,0
APR00417,INV00417,E006,V023,2026-03-13,469758.66,500000,Approved,17,1
APR00418,INV00418,E019,V015,2026-01-24,417971.32,250000,Escalated,19,0
APR00419,INV00419,E004,V009,2025-11-22,225604.52,250000,Approved,17,0
APR00420,INV00420,E016,V001,2025-07-27,96020.62,500000,Approved,14,0
APR00421,INV00421,E019,V018,2025-10-15,578149.86,250000,Rejected,11,0
APR00422,INV00422,E011,V023,2026-05-12,304556.74,2500000,Approved,20,1
APR00423,INV00423,E003,V007,2026-06-09,688199.93,500000,Rejected,15,0
APR00424,INV00424,E020,V003,2025-11-12,226692.46,2500000,Approved,14,0
APR00425,INV00425,E001,V019,2026-03-14,481860.53,250000,Rejected,8,0
APR00426,INV00426,E001,V009,2026-02-11,560641.28,250000,Rejected,8,0
APR00427,INV00427,E014,V030,2025-09-07,378814.75,100000,Rejected,17,0
APR00428,INV00428,E005,V006,2025-03-01,263386.93,500000,Approved,10,0
APR00429,INV00429,E003,V001,2025-08-28,91657.92,500000,Approved,9,0
APR00430,INV00430,E014,V029,2026-04-26,234595.51,100000,Escalated,18,0
APR00431,INV00431,E003,V004,2026-04-17,98841.06,500000,Approved,16,0
APR00432,INV00432,E007,V017,2025-09-10,47517.08,2500000,Approved,9,0
APR00433,INV00433,E010,V029,2025-12-28,225656.59,500000,Approved,14,0
APR00434,INV00434,E006,V002,2025-10-30,547448.33,500000,Rejected,14,0
APR00435,INV00435,E002,V009,2025-01-08,186888.37,2500000,Approved,8,0
APR00436,INV00436,E020,V015,2026-02-13,210475.55,2500000,Approved,15,0
APR00437,INV00437,E012,V010,2025-04-03,637086.48,2500000,Approved,13,0
APR00438,INV00438,E004,V020,2025-09-16,147587.3,250000,Approved,19,1
APR00439,INV00439,E014,V020,2025-09-11,183781.56,100000,Rejected,8,0
APR00440,INV00440,E017,V002,2025-12-08,533139.71,2500000,Approved,17,1
APR00441,INV00441,E009,V004,2025-09-05,48987.99,250000,Approved,11,0
APR00442,INV00442,E005,V011,2025-09-18,554015.03,500000,Rejected,9,0
APR00443,INV00443,E010,V026,2025-03-12,351373.28,500000,Approved,12,0
APR00444,INV00444,E018,V001,2026-06-19,47922.34,500000,Flagged,16,1
APR00445,INV00445,E001,V007,2025-09-10,303295.4,250000,Escalated,8,0
APR00446,INV00446,E011,V018,2025-10-20,5105658.15,2500000,Escalated,15,1
APR00447,INV00447,E003,V027,2025-02-21,227503.18,500000,Approved,15,0
APR00448,INV00448,E016,V003,2026-01-14,180277.41,500000,Approved,20,0
APR00449,INV00449,E009,V028,2025-02-19,303718.41,250000,Rejected,17,0
APR00450,INV00450,E010,V026,2025-05-28,487233.22,500000,Approved,15,0
APR00451,INV00451,E008,V006,2025-06-28,299899.75,100000,Rejected,15,0
APR00452,INV00452,E004,V016,2025-07-01,46051.84,250000,Approved,16,1
APR00453,INV00453,E014,V014,2026-03-20,403962.42,100000,Rejected,10,0
APR00454,INV00454,E018,V024,2025-01-18,154898.84,500000,Approved,18,0
APR00455,INV00455,E010,V007,2025-06-10,384197.27,500000,Approved,19,0
APR00456,INV00456,E004,V011,2025-12-23,530769.02,250000,Escalated,13,0
APR00457,INV00457,E012,V026,2025-03-09,374988.33,2500000,Approved,13,0
APR00458,INV00458,E008,V010,2025-03-14,98993.08,100000,Flagged,14,1
APR00459,INV00459,E004,V001,2025-07-14,64676.7,250000,Approved,12,0
APR00460,INV00460,E011,V016,2025-09-01,348597.15,2500000,Approved,15,0
APR00461,INV00461,E019,V015,2025-12-22,407069.04,250000,Escalated,17,0
APR00462,INV00462,E019,V017,2026-05-21,110410.51,250000,Approved,11,0
APR00463,INV00463,E014,V012,2025-05-09,124564.95,100000,Escalated,9,0
APR00464,INV00464,E018,V030,2025-02-10,226278.59,500000,Approved,14,0
APR00465,INV00465,E002,V026,2025-10-10,477425.82,2500000,Approved,16,0
APR00466,INV00466,E017,V026,2026-03-11,394492.11,2500000,Approved,17,0
APR00467,INV00467,E003,V022,2026-02-27,599854.67,500000,Rejected,8,1
APR00468,INV00468,E013,V020,2025-05-05,185846.85,100000,Escalated,8,1
APR00469,INV00469,E018,V002,2025-06-01,257197.38,500000,Approved,13,0
APR00470,INV00470,E007,V026,2025-03-24,522068.23,2500000,Approved,15,0
APR00471,INV00471,E019,V021,2025-08-17,99909.63,250000,Approved,8,0
APR00472,INV00472,E009,V025,2025-05-13,604035.29,250000,Rejected,10,0
APR00473,INV00473,E007,V014,2025-08-24,125472.84,2500000,Approved,13,0
APR00474,INV00474,E001,V001,2025-01-22,48194.1,250000,Approved,11,0
APR00475,INV00475,E014,V001,2026-01-10,69032.49,100000,Approved,17,0
APR00476,INV00476,E017,V023,2025-10-27,67373.63,2500000,Approved,8,0
APR00477,INV00477,E016,V020,2025-06-08,149046.28,500000,Approved,19,0
APR00478,INV00478,E006,V029,2025-08-30,252236.05,500000,Approved,10,0
APR00479,INV00479,E016,V022,2025-02-19,266253.5,500000,Approved,13,0
APR00480,INV00480,E016,V024,2026-06-02,229331.88,500000,Approved,20,0
APR00481,INV00481,E009,V015,2025-07-20,290469.19,250000,Rejected,16,0
APR00482,INV00482,E004,V017,2026-05-14,117480.07,250000,Approved,20,0
APR00483,INV00483,E017,V003,2026-04-29,310508.71,2500000,Approved,8,0
APR00484,INV00484,E007,V017,2026-02-04,104610.25,2500000,Approved,17,0
APR00485,INV00485,E001,V030,2026-05-27,195605.59,250000,Approved,8,0
APR00486,INV00486,E005,V026,2026-01-19,442295.45,500000,Approved,15,0
APR00487,INV00487,E009,V028,2026-06-03,309375.4,250000,Rejected,12,0
APR00488,INV00488,E001,V018,2025-10-31,1339936.81,250000,Rejected,18,0
APR00489,INV00489,E006,V014,2025-10-05,365107.48,500000,Approved,9,0
APR00490,INV00490,E009,V029,2026-05-07,330956.82,250000,Rejected,19,0
APR00491,INV00491,E011,V003,2026-03-10,186888.37,2500000,Approved,15,1
APR00492,INV00492,E012,V023,2025-07-23,2413433.73,2500000,Approved,8,1
APR00493,INV00493,E017,V012,2026-06-02,109182.96,2500000,Approved,20,0
APR00494,INV00494,E001,V015,2025-03-29,627586.15,250000,Rejected,20,0
APR00495,INV00495,E012,V022,2026-03-11,329172.83,2500000,Approved,14,0
APR00496,INV00496,E011,V005,2026-04-19,86867.29,2500000,Approved,11,0
APR00497,INV00497,E010,V013,2026-06-06,714954.75,500000,Rejected,14,0
APR00498,INV00498,E013,V030,2025-10-23,231158.09,100000,Rejected,14,0
APR00499,INV00499,E016,V002,2026-05-18,532453.65,500000,Rejected,13,0
APR00500,INV00500,E011,V015,2026-01-16,320222.32,2500000,Approved,12,0
APR00501,INV00501,E020,V009,2025-06-21,408809.46,2500000,Approved,19,0
APR00502,INV00502,E005,V025,2025-06-14,401020.81,500000,Approved,13,0
APR00503,INV00503,E009,V027,2025-05-31,226067.33,250000,Approved,8,0
APR00504,INV00504,E015,V010,2026-02-03,649368.95,100000,Rejected,17,0
APR00505,INV00505,E009,V019,2025-11-12,691886.67,250000,Escalated,16,0
APR00506,INV00506,E003,V022,2025-09-17,429773.38,500000,Approved,12,0
APR00507,INV00507,E007,V002,2025-05-03,263985.4,2500000,Approved,16,0
APR00508,INV00508,E012,V025,2026-04-11,371578.56,2500000,Approved,20,0
APR00509,INV00509,E006,V021,2025-05-22,133042.67,500000,Approved,20,0
APR00510,INV00510,E016,V004,2025-01-03,69630.67,500000,Approved,18,0
APR00511,INV00511,E005,V008,2025-07-10,294622.13,500000,Approved,15,0
APR00512,INV00512,E019,V020,2025-11-19,153888.02,250000,Approved,8,0
APR00513,INV00513,E007,V026,2025-06-02,600147.06,2500000,Approved,14,0
APR00514,INV00514,E003,V029,2026-03-23,339152.86,500000,Approved,18,0
APR00515,INV00515,E014,V007,2026-05-05,352090.16,100000,Escalated,18,0
APR00516,INV00516,E011,V020,2025-11-17,225263.39,2500000,Approved,18,1
APR00517,INV00517,E017,V018,2025-02-09,692093.25,2500000,Approved,9,0
APR00518,INV00518,E015,V007,2025-01-17,345787.7,100000,Escalated,14,1
APR00519,INV00519,E008,V009,2025-05-07,488176.48,100000,Escalated,12,0
APR00520,INV00520,E019,V012,2025-04-23,156513.47,250000,Approved,18,0
APR00521,INV00521,E002,V027,2025-09-26,202548.69,2500000,Approved,18,0
APR00522,INV00522,E019,V005,2026-05-01,152006.68,250000,Approved,13,0
APR00523,INV00523,E009,V008,2025-07-01,481259.72,250000,Escalated,13,0
APR00524,INV00524,E018,V007,2025-07-12,308827.06,500000,Approved,10,0
APR00525,INV00525,E016,V028,2026-02-24,494388.0,500000,Approved,8,0
APR00526,INV00526,E018,V027,2025-01-29,497096.02,500000,Approved,12,0
APR00527,INV00527,E010,V022,2025-02-18,642633.69,500000,Rejected,11,0
APR00528,INV00528,E013,V006,2025-11-26,296008.64,100000,Escalated,11,0
APR00529,INV00529,E002,V019,2026-02-26,546349.29,2500000,Approved,20,0
APR00530,INV00530,E012,V017,2025-01-26,74838.68,2500000,Approved,16,0
APR00531,INV00531,E005,V003,2025-08-14,367560.55,500000,Approved,15,0
APR00532,INV00532,E014,V018,2025-06-27,561278.38,100000,Escalated,10,0
APR00533,INV00533,E018,V022,2025-04-09,929295.74,500000,Escalated,18,0
APR00534,INV00534,E018,V023,2026-03-22,84262.06,500000,Approved,16,0
APR00535,INV00535,E010,V018,2025-03-30,471214.63,500000,Approved,14,0
APR00536,INV00536,E015,V020,2026-03-15,178512.55,100000,Rejected,14,0
APR00537,INV00537,E015,V017,2025-02-23,70171.83,100000,Approved,15,0
APR00538,INV00538,E014,V023,2025-11-06,58884.81,100000,Approved,18,0
APR00539,INV00539,E015,V015,2026-05-29,428893.64,100000,Escalated,17,0
APR00540,INV00540,E001,V024,2026-04-04,279264.69,250000,Escalated,14,0
APR00541,INV00541,E006,V007,2026-04-06,307387.84,500000,Approved,12,1
APR00542,INV00542,E016,V027,2025-08-30,208443.48,500000,Approved,19,0
APR00543,INV00543,E006,V015,2025-06-01,382573.9,500000,Approved,15,0
APR00544,INV00544,E010,V009,2025-06-24,563080.9,500000,Escalated,10,1
APR00545,INV00545,E016,V013,2026-03-22,355569.2,500000,Approved,20,0
APR00546,INV00546,E014,V016,2026-05-18,173739.94,100000,Rejected,16,0
APR00547,INV00547,E016,V015,2025-07-10,510370.56,500000,Escalated,13,0
APR00548,INV00548,E003,V015,2026-05-30,200292.2,500000,Approved,10,0
APR00549,INV00549,E005,V013,2025-07-10,306017.62,500000,Approved,19,0
APR00550,INV00550,E019,V016,2025-07-06,193594.02,250000,Approved,18,0
APR00551,INV00551,E001,V001,2026-03-19,93020.11,250000,Approved,8,0
APR00552,INV00552,E010,V005,2026-02-21,24496.67,500000,Flagged,16,1
APR00553,INV00553,E007,V003,2025-09-29,283032.02,2500000,Approved,15,0
APR00554,INV00554,E016,V006,2025-12-03,368553.32,500000,Approved,11,0
APR00555,INV00555,E003,V026,2026-04-16,468250.27,500000,Approved,14,0
APR00556,INV00556,E020,V017,2025-08-17,68035.34,2500000,Approved,13,0
APR00557,INV00557,E016,V019,2025-08-12,473762.03,500000,Approved,15,0
APR00558,INV00558,E008,V019,2025-10-19,469162.33,100000,Escalated,18,0
APR00559,INV00559,E013,V020,2025-11-25,437678.48,100000,Rejected,10,0
APR00560,INV00560,E006,V015,2025-06-05,493912.98,500000,Flagged,18,1
APR00561,INV00561,E006,V014,2025-07-11,255498.61,500000,Approved,13,0
APR00562,INV00562,E001,V021,2026-05-29,123553.75,250000,Approved,11,0
APR00563,INV00563,E005,V016,2025-02-09,327308.98,500000,Approved,10,0
APR00564,INV00564,E017,V009,2025-07-29,453339.14,2500000,Approved,13,0
APR00565,INV00565,E009,V005,2025-12-26,56444.75,250000,Approved,17,1
APR00566,INV00566,E001,V022,2025-07-03,329961.66,250000,Escalated,9,0
APR00567,INV00567,E006,V001,2025-03-30,86071.0,500000,Approved,8,0
APR00568,INV00568,E004,V019,2025-03-01,1048991.65,250000,Escalated,12,0
APR00569,INV00569,E001,V007,2025-03-25,371873.61,250000,Rejected,18,0
APR00570,INV00570,E011,V029,2026-05-05,410450.05,2500000,Approved,19,0
APR00571,INV00571,E001,V007,2025-11-06,305410.37,250000,Escalated,9,0
APR00572,INV00572,E011,V030,2025-03-18,305483.09,2500000,Approved,14,0
APR00573,INV00573,E019,V026,2026-05-24,323088.18,250000,Escalated,13,0
APR00574,INV00574,E011,V019,2025-04-13,608207.49,2500000,Approved,17,0
APR00575,INV00575,E011,V008,2025-02-26,403671.77,2500000,Approved,10,0
APR00576,INV00576,E011,V012,2025-10-20,227591.52,2500000,Approved,14,0
APR00577,INV00577,E018,V025,2025-06-01,361020.06,500000,Approved,19,0
APR00578,INV00578,E019,V012,2025-10-19,142919.72,250000,Approved,14,0
APR00579,INV00579,E018,V026,2025-04-04,406182.55,500000,Approved,18,0
APR00580,INV00580,E005,V011,2025-10-15,411620.31,500000,Approved,16,0
APR00581,INV00581,E011,V020,2026-02-28,159304.26,2500000,Approved,15,0
APR00582,INV00582,E002,V018,2025-05-21,221043.42,2500000,Approved,11,0
APR00583,INV00583,E002,V024,2025-07-12,372614.77,2500000,Approved,20,0
APR00584,INV00584,E017,V003,2025-04-06,2476627.78,2500000,Approved,11,1
APR00585,INV00585,E006,V026,2025-03-03,282564.77,500000,Approved,14,0
APR00586,INV00586,E003,V013,2025-02-06,243433.42,500000,Approved,19,0
APR00587,INV00587,E003,V021,2025-02-01,161300.28,500000,Approved,17,0
APR00588,INV00588,E020,V012,2025-05-27,86250.97,2500000,Approved,17,0
APR00589,INV00589,E004,V020,2025-04-11,183723.97,250000,Approved,8,0
APR00590,INV00590,E020,V013,2025-10-07,726090.24,2500000,Approved,9,0
APR00591,INV00591,E002,V028,2025-12-16,218847.91,2500000,Flagged,18,1
APR00592,INV00592,E012,V005,2025-08-24,93072.62,2500000,Approved,10,0
APR00593,INV00593,E002,V007,2025-08-21,252543.54,2500000,Approved,8,0
APR00594,INV00594,E018,V007,2026-06-09,494439.25,500000,Approved,20,0
APR00595,INV00595,E005,V001,2025-05-10,42841.41,500000,Approved,11,0
APR00596,INV00596,E003,V001,2025-04-07,52440.25,500000,Approved,18,0
APR00597,INV00597,E005,V013,2025-06-11,279558.27,500000,Approved,20,0
APR00598,INV00598,E009,V017,2025-03-28,70076.45,250000,Approved,14,0
APR00599,INV00599,E019,V006,2025-10-22,196423.61,250000,Approved,20,0
APR00600,INV00600,E017,V002,2025-08-31,566945.14,2500000,Approved,20,0
APR00601,INV00601,E004,V030,2025-08-11,517130.33,250000,Rejected,9,0
APR00602,INV00602,E009,V010,2025-12-15,478792.79,250000,Rejected,9,0
APR00603,INV00603,E011,V012,2025-04-07,137241.61,2500000,Approved,12,0
APR00604,INV00604,E002,V011,2025-07-30,430008.96,2500000,Approved,15,0
APR00605,INV00605,E017,V002,2026-04-24,421714.02,2500000,Approved,18,0
APR00606,INV00606,E016,V014,2025-09-15,270330.9,500000,Approved,10,0
APR00607,INV00607,E008,V011,2025-02-14,257699.29,100000,Escalated,10,0
APR00608,INV00608,E010,V022,2025-08-28,724167.62,500000,Escalated,11,0
APR00609,INV00609,E020,V010,2025-03-05,335891.46,2500000,Approved,11,0
APR00610,INV00610,E016,V012,2025-03-28,91769.25,500000,Approved,20,0
APR00611,INV00611,E006,V020,2026-01-30,130017.9,500000,Approved,13,0
APR00612,INV00612,E009,V021,2025-12-13,525165.0,250000,Rejected,19,1
APR00613,INV00613,E009,V025,2025-08-22,240801.11,250000,Approved,8,0
APR00614,INV00614,E004,V020,2025-07-17,191629.53,250000,Approved,9,0
APR00615,INV00615,E011,V015,2026-04-17,2415586.73,2500000,Flagged,9,1
APR00616,INV00616,E010,V028,2025-02-24,283087.27,500000,Approved,15,0
APR00617,INV00617,E005,V005,2025-04-18,156721.2,500000,Approved,9,0
APR00618,INV00618,E011,V010,2026-04-30,398190.67,2500000,Approved,8,0
APR00619,INV00619,E007,V015,2025-06-17,348047.21,2500000,Approved,13,0
APR00620,INV00620,E012,V028,2026-05-05,296543.33,2500000,Approved,15,0
APR00621,INV00621,E016,V027,2025-11-23,222451.24,500000,Approved,14,0
APR00622,INV00622,E008,V016,2026-04-08,183925.96,100000,Rejected,15,0
APR00623,INV00623,E016,V017,2025-11-15,94280.9,500000,Approved,8,0
APR00624,INV00624,E001,V027,2025-10-05,255841.47,250000,Escalated,11,0
APR00625,INV00625,E015,V020,2026-02-23,128892.04,100000,Escalated,12,0
APR00626,INV00626,E007,V019,2025-01-11,547795.94,2500000,Approved,11,0
APR00627,INV00627,E016,V006,2025-12-06,236908.74,500000,Approved,15,0
APR00628,INV00628,E011,V012,2025-09-11,127320.24,2500000,Approved,10,0
APR00629,INV00629,E009,V024,2025-02-11,410220.07,250000,Escalated,16,0
APR00630,INV00630,E002,V013,2025-01-04,483517.54,2500000,Approved,20,0
APR00631,INV00631,E005,V007,2025-12-22,511018.64,500000,Escalated,16,0
APR00632,INV00632,E004,V016,2025-12-08,115557.91,250000,Approved,13,0
APR00633,INV00633,E011,V012,2025-12-08,86133.65,2500000,Approved,13,0
APR00634,INV00634,E006,V014,2025-06-07,240889.65,500000,Approved,15,0
APR00635,INV00635,E020,V017,2026-05-15,77310.2,2500000,Approved,17,0
APR00636,INV00636,E018,V020,2026-01-10,90098.49,500000,Approved,11,0
APR00637,INV00637,E003,V020,2026-05-05,866507.75,500000,Escalated,8,1
APR00638,INV00638,E020,V005,2025-10-23,189616.77,2500000,Approved,17,0
APR00639,INV00639,E003,V028,2025-02-22,234959.74,500000,Approved,16,0
APR00640,INV00640,E002,V027,2026-03-08,89104.48,2500000,Approved,9,0
APR00641,INV00641,E016,V028,2025-05-04,375116.94,500000,Approved,16,0
APR00642,INV00642,E016,V006,2026-01-10,135134.33,500000,Approved,8,1
APR00643,INV00643,E004,V003,2025-02-14,313015.95,250000,Rejected,8,0
APR00644,INV00644,E010,V021,2025-04-08,128429.68,500000,Approved,17,0
APR00645,INV00645,E005,V025,2025-10-30,554849.68,500000,Rejected,9,0
APR00646,INV00646,E009,V027,2025-05-17,143717.64,250000,Approved,11,0
APR00647,INV00647,E016,V012,2026-01-14,146686.04,500000,Approved,17,0
APR00648,INV00648,E010,V003,2025-10-15,267634.88,500000,Approved,12,0
APR00649,INV00649,E010,V005,2025-09-04,286247.26,500000,Approved,20,0
APR00650,INV00650,E007,V016,2025-01-12,417465.17,2500000,Approved,20,0
APR00651,INV00651,E003,V009,2025-03-23,480533.41,500000,Flagged,10,1
APR00652,INV00652,E012,V006,2025-09-06,181465.37,2500000,Approved,10,0
APR00653,INV00653,E018,V022,2025-08-21,307517.2,500000,Approved,15,0
APR00654,INV00654,E007,V009,2025-08-15,436488.0,2500000,Approved,13,0
APR00655,INV00655,E020,V016,2025-09-10,193243.62,2500000,Approved,17,0
APR00656,INV00656,E018,V015,2025-01-23,357950.9,500000,Approved,11,0
APR00657,INV00657,E015,V018,2026-06-02,304712.28,100000,Rejected,10,0
APR00658,INV00658,E001,V001,2026-04-25,86809.7,250000,Approved,16,0
APR00659,INV00659,E020,V018,2026-04-28,625443.26,2500000,Approved,12,1
APR00660,INV00660,E016,V019,2025-11-12,412312.09,500000,Approved,14,0
APR00661,INV00661,E012,V006,2026-06-18,217599.55,2500000,Approved,20,0
APR00662,INV00662,E004,V016,2026-06-18,408081.09,250000,Rejected,15,0
APR00663,INV00663,E012,V012,2025-04-07,116885.18,2500000,Approved,20,0
APR00664,INV00664,E018,V011,2026-03-03,263249.04,500000,Approved,13,1
APR00665,INV00665,E013,V014,2025-08-26,326982.9,100000,Rejected,13,0
APR00666,INV00666,E012,V029,2026-03-17,240949.48,2500000,Flagged,8,1
APR00667,INV00667,E005,V025,2026-04-22,446624.0,500000,Approved,10,0
APR00668,INV00668,E005,V017,2026-05-08,102617.06,500000,Flagged,16,1
APR00669,INV00669,E010,V027,2025-01-15,488947.23,500000,Flagged,20,1
APR00670,INV00670,E012,V026,2026-03-11,437002.49,2500000,Approved,12,0
APR00671,INV00671,E005,V003,2025-10-15,186162.07,500000,Approved,9,0
APR00672,INV00672,E015,V022,2025-10-05,1355350.48,100000,Rejected,17,1
APR00673,INV00673,E002,V018,2025-09-21,263102.2,2500000,Approved,19,0
APR00674,INV00674,E014,V027,2025-09-18,307192.8,100000,Escalated,9,0
APR00675,INV00675,E014,V028,2026-04-23,262009.63,100000,Escalated,20,0
APR00676,INV00676,E009,V030,2025-03-20,246046.96,250000,Approved,17,1
APR00677,INV00677,E004,V003,2026-05-19,278088.69,250000,Rejected,13,0
APR00678,INV00678,E015,V018,2026-04-25,654247.36,100000,Rejected,16,0
APR00679,INV00679,E005,V009,2025-04-27,123780.09,500000,Approved,9,0
APR00680,INV00680,E011,V015,2025-03-24,575297.81,2500000,Approved,11,0
APR00681,INV00681,E016,V004,2025-05-22,66543.07,500000,Approved,18,0
APR00682,INV00682,E013,V016,2025-04-07,257570.04,100000,Rejected,18,0
APR00683,INV00683,E016,V021,2026-02-21,124014.72,500000,Approved,8,0
APR00684,INV00684,E019,V023,2025-11-15,54871.66,250000,Approved,10,0
APR00685,INV00685,E004,V023,2025-09-21,76008.0,250000,Approved,15,0
APR00686,INV00686,E013,V012,2025-05-18,119093.97,100000,Rejected,19,1
APR00687,INV00687,E011,V021,2025-06-03,109567.32,2500000,Approved,16,0
APR00688,INV00688,E008,V010,2025-11-13,460950.46,100000,Rejected,17,0
APR00689,INV00689,E005,V005,2025-06-03,205321.83,500000,Approved,13,0
APR00690,INV00690,E003,V001,2025-07-19,143566.45,500000,Approved,8,0
APR00691,INV00691,E005,V012,2025-06-15,97727.69,500000,Approved,17,0
APR00692,INV00692,E004,V009,2026-04-15,275827.05,250000,Escalated,18,0
APR00693,INV00693,E008,V021,2025-09-22,108869.82,100000,Escalated,13,0
APR00694,INV00694,E012,V015,2026-06-05,366893.99,2500000,Approved,14,0
APR00695,INV00695,E007,V008,2025-12-30,280440.96,2500000,Approved,11,0
APR00696,INV00696,E015,V005,2025-08-14,125448.1,100000,Rejected,13,0
APR00697,INV00697,E004,V020,2026-04-08,144343.42,250000,Approved,11,0
APR00698,INV00698,E018,V005,2025-05-06,166619.78,500000,Approved,13,0
APR00699,INV00699,E001,V003,2026-05-17,197033.12,250000,Approved,9,0
APR00700,INV00700,E013,V015,2026-03-20,147176.88,100000,Rejected,15,0
